mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.6695131778717041,0.013554201507662697,0.005430841445922851,0.0003466403002867368,0.6872700594236812,0.36808608148776095,5,12,288,40,0.0006026889128682511,0.2051110418843398,0.5290418060840998,"{'colsample_bytree': np.float64(0.6872700594236812), 'learning_rate': np.float64(0.36808608148776095), 'max_depth': 5, 'min_child_samples': 12, 'n_estimators': 288, 'num_leaves': 40, 'reg_alpha': np.float64(0.0006026889128682511), 'reg_lambda': np.float64(0.2051110418843398), 'subsample': np.float64(0.5290418060840998)}",0.9708944464222142,0.9755255937427619,0.9702335774226308,0.974519393518271,0.9736036132342722,0.97295532486803,0.0020556264136195757,8,0.999989950249,0.9999966323185424,0.9999919565294111,0.9999959921807446,0.9999909824066754,0.9999931027368747,2.7038714514858818e-06
0.825306749343872,0.01512318289457667,0.00703740119934082,0.0005649080777187209,0.9330880728874675,0.041917115166952006,5,26,408,21,0.40737451960583815,7.535384509295546,0.5003893829205072,"{'colsample_bytree': np.float64(0.9330880728874675), 'learning_rate': np.float64(0.041917115166952006), 'max_depth': 5, 'min_child_samples': 26, 'n_estimators': 408, 'num_leaves': 21, 'reg_alpha': np.float64(0.40737451960583815), 'reg_lambda': np.float64(7.535384509295546), 'subsample': np.float64(0.5003893829205072)}",0.9663928444286224,0.9734428171824612,0.9690505460829903,0.9715671601902828,0.9727234664243589,0.9706353668617431,0.002593099666040871,20,0.9924646632938106,0.9921782119136657,0.993341091803442,0.9927583715829583,0.9924917959383202,0.9926468269064394,0.0003927503421676357
0.5024263381958007,0.0073122447117337334,0.004771232604980469,0.00020398561944225487,0.9961057796456088,0.04640492474558351,4,26,352,108,0.0028585493941961923,1.6738085788752133,0.569746930326021,"{'colsample_bytree': np.float64(0.9961057796456088), 'learning_rate': np.float64(0.04640492474558351), 'max_depth': 4, 'min_child_samples': 26, 'n_estimators': 352, 'num_leaves': 108, 'reg_alpha': np.float64(0.0028585493941961923), 'reg_lambda': np.float64(1.6738085788752133), 'subsample': np.float64(0.569746930326021)}",0.9643369526521893,0.9712317601154524,0.9677454700946069,0.9691235947048658,0.9717382008658934,0.9688351956866015,0.0026711730153193124,26,0.9890309334119646,0.9888557297509664,0.9904852979273675,0.9889507762978906,0.9894504455971379,0.9893546365970654,0.0006007277823962958
0.7786811351776123,0.008453870066511025,0.006064271926879883,0.0005268331754852149,0.6460723242676091,0.009745399020374083,8,48,154,83,0.02156822801926396,5.2466345336252855,0.8401537692938899,"{'colsample_bytree': np.float64(0.6460723242676091), 'learning_rate': np.float64(0.009745399020374083), 'max_depth': 8, 'min_child_samples': 48, 'n_estimators': 154, 'num_leaves': 83, 'reg_alpha': np.float64(0.02156822801926396), 'reg_lambda': np.float64(5.2466345336252855), 'subsample': np.float64(0.8401537692938899)}",0.9533196867212532,0.959588522457997,0.9571338215119284,0.956413579916974,0.9634837065939743,0.9579878634404254,0.0033990007757635572,34,0.9740931616928659,0.973316440375172,0.9744756742627089,0.9742724444279679,0.9735216741195405,0.973935878975651,0.00044377087586875753
0.29264006614685056,0.009018999888556745,0.0038827896118164063,0.00013794369066004333,0.7252496259847715,0.0010859297527739012,3,18,341,28,0.00012017974027309969,0.2895927274708839,0.6205127330130058,"{'colsample_bytree': np.float64(0.7252496259847715), 'learning_rate': np.float64(0.0010859297527739012), 'max_depth': 3, 'min_child_samples': 18, 'n_estimators': 341, 'num_leaves': 28, 'reg_alpha': np.float64(0.00012017974027309969), 'reg_lambda': np.float64(0.2895927274708839), 'subsample': np.float64(0.6205127330130058)}",0.8808828764684941,0.9007589929980223,0.8931850980811376,0.8980642115203021,0.8959395656279509,0.8937661489391815,0.006905262916632824,50,0.9009153012553447,0.9028657410608097,0.9024667960524316,0.9038898223767905,0.8934198120533161,0.9007114945597385,0.0037691855877341773
2.0764426708221437,0.04003886089978595,0.012298870086669921,0.0018710135502141736,0.8416317594127292,0.04429581351182641,9,39,305,100,0.0019674328025306126,2.113705944064573,0.6558555380447055,"{'colsample_bytree': np.float64(0.8416317594127292), 'learning_rate': np.float64(0.04429581351182641), 'max_depth': 9, 'min_child_samples': 39, 'n_estimators': 305, 'num_leaves': 100, 'reg_alpha': np.float64(0.0019674328025306126), 'reg_lambda': np.float64(2.113705944064573), 'subsample': np.float64(0.6558555380447055)}",0.9705856176575294,0.9759514137580844,0.9723314982094179,0.9741764213301976,0.97590998984446,0.9737909881599378,0.0020837790960776,2,0.9999067126991661,0.9999260501683228,0.9999271634514494,0.999949067296963,0.9999392147412935,0.999929641671439,1.4239219303601843e-05
1.5627004623413085,0.015017240175703642,0.009612178802490235,0.000950641800749213,0.7600340105889054,0.029891977384599002,8,33,290,63,4.9830438374949075,6.161049539380966,0.7989499894055425,"{'colsample_bytree': np.float64(0.7600340105889054), 'learning_rate': np.float64(0.029891977384599002), 'max_depth': 8, 'min_child_samples': 33, 'n_estimators': 290, 'num_leaves': 63, 'reg_alpha': np.float64(4.9830438374949075), 'reg_lambda': np.float64(6.161049539380966), 'subsample': np.float64(0.7989499894055425)}",0.9659843360626559,0.9718776168332531,0.9683592566857306,0.9697480713382151,0.9715270725319365,0.9694992706903582,0.0021672475545849996,25,0.992093351441073,0.9917956321672472,0.9924486283850904,0.9920136408354923,0.9921479862767816,0.9920998478211368,0.00021165358683612544
2.0857091903686524,0.012333119723787362,0.01053462028503418,0.0008816639186524195,0.9609371175115584,0.0017331598058558703,9,44,312,101,0.04994139416350944,1.4910847596941086,0.982627653632069,"{'colsample_bytree': np.float64(0.9609371175115584), 'learning_rate': np.float64(0.0017331598058558703), 'max_depth': 9, 'min_child_samples': 44, 'n_estimators': 312, 'num_leaves': 101, 'reg_alpha': np.float64(0.04994139416350944), 'reg_lambda': np.float64(1.4910847596941086), 'subsample': np.float64(0.982627653632069)}",0.9444940370238518,0.9510084273166212,0.9455618508026441,0.9496458923512748,0.9532399736312291,0.9487900362251243,0.0032964369225271283,39,0.9681802334036576,0.9677945560677771,0.9692878583894957,0.9687421826650461,0.966626833396401,0.9681263327844756,0.0009044216149389182
2.6379353523254396,0.013543175157049583,0.009986782073974609,0.0005133317912814154,0.8035171238433423,0.005557935641149723,7,19,400,84,0.00011972422479639345,0.7027534096484143,0.6974407590877849,"{'colsample_bytree': np.float64(0.8035171238433423), 'learning_rate': np.float64(0.005557935641149723), 'max_depth': 7, 'min_child_samples': 19, 'n_estimators': 400, 'num_leaves': 84, 'reg_alpha': np.float64(0.00011972422479639345), 'reg_lambda': np.float64(0.7027534096484143), 'subsample': np.float64(0.6974407590877849)}",0.958807404770381,0.9650894400199548,0.9605172198763519,0.9619541397188519,0.9680519179717426,0.9628840244714564,0.0033062443588939296,32,0.9858173515381743,0.9845943045993845,0.9858123476680782,0.9854531468673159,0.9854312986859586,0.9854216898717822,0.0004460515505897505
1.1817470073699952,0.007512485756403602,0.008321046829223633,0.00047994454695161675,0.6467440873590191,0.0010914428977738067,5,21,491,52,0.10710256549997928,7.121996518301622,0.8255385127509722,"{'colsample_bytree': np.float64(0.6467440873590191), 'learning_rate': np.float64(0.0010914428977738067), 'max_depth': 5, 'min_child_samples': 21, 'n_estimators': 491, 'num_leaves': 52, 'reg_alpha': np.float64(0.10710256549997928), 'reg_lambda': np.float64(7.121996518301622), 'subsample': np.float64(0.8255385127509722)}",0.934001423994304,0.9427811035686924,0.9402426639585226,0.9425254333921287,0.9461484668697775,0.9411398183566849,0.004036381205692067,43,0.9520104902697253,0.9510249775088976,0.9519112065417408,0.9525849376578148,0.9488021407543896,0.9512667505465137,0.0013295747587269678
0.41672258377075194,0.01145987451981993,0.003715038299560547,0.00019521535053567264,0.9574798377718904,0.19689225092826362,6,38,132,67,0.007146464833933034,2.1761183209050428,0.8329611783087483,"{'colsample_bytree': np.float64(0.9574798377718904), 'learning_rate': np.float64(0.19689225092826362), 'max_depth': 6, 'min_child_samples': 38, 'n_estimators': 132, 'num_leaves': 67, 'reg_alpha': np.float64(0.007146464833933034), 'reg_lambda': np.float64(2.1761183209050428), 'subsample': np.float64(0.8329611783087483)}",0.9687184051263795,0.9752458709711903,0.9702059614802145,0.9745648261977302,0.9745363194184616,0.9726542766387952,0.002660600590217364,10,0.9997439679779856,0.9998725569140949,0.9999065677136092,0.9998873914117555,0.9999047586285287,0.9998630485291947,6.0822388623926254e-05
0.8462081909179687,0.008896822891301523,0.005646610260009765,0.0002450604638074312,0.7956488938538635,0.0055139887896497,5,5,326,120,7.2203870221834086,4.9868654247546385,0.8608647605824367,"{'colsample_bytree': np.float64(0.7956488938538635), 'learning_rate': np.float64(0.0055139887896497), 'max_depth': 5, 'min_child_samples': 5, 'n_estimators': 326, 'num_leaves': 120, 'reg_alpha': np.float64(7.2203870221834086), 'reg_lambda': np.float64(4.9868654247546385), 'subsample': np.float64(0.8608647605824367)}",0.9381933072267711,0.9480708927966932,0.9434470041156663,0.9455369073707842,0.9521910132378356,0.9454878249495501,0.0046686683390272715,42,0.9570340295147547,0.9578430016963095,0.9573043118234787,0.9582092996770033,0.9565054198519087,0.9573792125126911,0.0005987353566548926
0.8020096302032471,0.007564098213445999,0.005479574203491211,0.0002805581955423231,0.6179924598744779,0.004910443543158071,5,13,306,34,0.0003584710633004183,0.7562632622090494,0.6008596011676981,"{'colsample_bytree': np.float64(0.6179924598744779), 'learning_rate': np.float64(0.004910443543158071), 'max_depth': 5, 'min_child_samples': 13, 'n_estimators': 306, 'num_leaves': 34, 'reg_alpha': np.float64(0.0003584710633004183), 'reg_lambda': np.float64(0.7562632622090494), 'subsample': np.float64(0.6008596011676981)}",0.945121039515842,0.9528270707502626,0.9500151442264864,0.9502895219769452,0.9570189035580025,0.9510543360055077,0.0038881235024028006,36,0.9637922782724271,0.963874908836028,0.9637030457533761,0.9641546212215588,0.9630194064174762,0.9637088521001733,0.0003764608713726483
2.0679771423339846,0.09502155692282285,0.012167787551879883,0.0005544479004245838,0.9478817978367597,0.019187128023005224,7,36,487,48,0.0013931273790066707,0.14254757044027438,0.6448757264568841,"{'colsample_bytree': np.float64(0.9478817978367597), 'learning_rate': np.float64(0.019187128023005224), 'max_depth': 7, 'min_child_samples': 36, 'n_estimators': 487, 'num_leaves': 48, 'reg_alpha': np.float64(0.0013931273790066707), 'reg_lambda': np.float64(0.14254757044027438), 'subsample': np.float64(0.6448757264568841)}",0.9679458882164471,0.9742953480499582,0.9700963885474014,0.9737924706469256,0.9737292212304238,0.9719718633382313,0.002511070700383198,16,0.9980306107063868,0.9976498871520559,0.9983442418380483,0.9981297400116517,0.9980494722982317,0.9980407904012749,0.00022493517263368323
