model,best_cv_roc_auc,threshold,accuracy,precision,recall,specificity,f1,mcc,auc_roc,tp,tn,fp,fn
XGB,0.9741,0.48,0.9215,0.9196,0.9238,0.9192,0.9217,0.843,0.9744,1224,1218,107,101
