mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
15.717453241348267,0.6177443861157101,1.2749892711639403,0.05911142484458273,0.31489116479568624,0.1,rbf,"{'C': np.float64(0.31489116479568624), 'gamma': 0.1, 'kernel': 'rbf'}",0.9523306444406535,0.9501929341424383,0.9485616901147348,0.9432949204028682,0.9508310153583965,0.9490422408918182,0.0031176923774278225,37,0.9867130153783059,0.987123887312872,0.9869415652556773,0.9879309760684847,0.9864194178392824,0.9870257723709244,0.00051021443896521
18.076381587982176,0.21643531402882096,1.460471773147583,0.06506496895514308,0.05416754583247458,0.1,rbf,"{'C': np.float64(0.05416754583247458), 'gamma': 0.1, 'kernel': 'rbf'}",0.942006840023071,0.9403252666552937,0.9380679919439361,0.9327890259301509,0.9398429604164955,0.9386064169937894,0.0031679110118426794,42,0.9681144427962824,0.9681769347561585,0.9687855454031549,0.9694477854869382,0.9681304674173054,0.9685310351719678,0.0005224169667627662
6.844048357009887,0.3507924518927088,0.5257636070251465,0.016627185209245467,2.440060709081755,0.0001,rbf,"{'C': np.float64(2.440060709081755), 'gamma': 0.0001, 'kernel': 'rbf'}",0.9573692718868553,0.9625618404698659,0.9580829364792205,0.953560141184391,0.9583130400420854,0.9579774460124837,0.002864363169834727,19,0.9591824110841023,0.957868047667851,0.9588241338725123,0.9604268437665544,0.9592399165153355,0.9591082705812711,0.000822234669093963
10.29774899482727,0.5046957495354076,0.7831336498260498,0.024788401435555576,0.042070539502879395,0.001,rbf,"{'C': np.float64(0.042070539502879395), 'gamma': 0.001, 'kernel': 'rbf'}",0.9510654026434009,0.9559647113299051,0.9521474028788152,0.9467741187968591,0.9514684754053442,0.9514840222108649,0.002928321126747695,35,0.9518415364445998,0.9509228538279526,0.9515343372562836,0.9532860289463553,0.9523410891742655,0.9519851691298914,0.0007964055333001971
15.906941127777099,0.5003324236294578,1.1772018432617188,0.09189683699071577,0.6870614282613301,0.1,rbf,"{'C': np.float64(0.6870614282613301), 'gamma': 0.1, 'kernel': 'rbf'}",0.9587189985296387,0.955967960747041,0.9543346063562247,0.9488344807343151,0.9570527555104924,0.9549817603755425,0.003389289493517209,30,0.9960083133613093,0.9961006287199228,0.9961353624318706,0.996635210834131,0.996384486611423,0.9962528003917314,0.00022816695951639822
5.839190673828125,0.0941619412986269,0.44643115997314453,0.017513789096253812,2.5378155082656657,0.001,rbf,"{'C': np.float64(2.5378155082656657), 'gamma': 0.001, 'kernel': 'rbf'}",0.9645626690712354,0.9683173705716537,0.9651714271543346,0.9605144725384,0.9651267073806327,0.9647385293432513,0.0024907737740526414,10,0.9687429696545141,0.9682865751215343,0.9687501412736516,0.9701997549749788,0.9690491969586584,0.9690057275966675,0.0006448468582162091
17.78021368980408,0.7130501616870704,1.4984361171722411,0.04524627026646009,0.012087541473056965,0.0001,rbf,"{'C': np.float64(0.012087541473056965), 'gamma': 0.0001, 'kernel': 'rbf'}",0.9345088099822094,0.9415657316468857,0.9370174838053438,0.9303635880219305,0.9368418570577153,0.9360594941028169,0.0036522994203444076,44,0.936290640858605,0.9346226644011045,0.9358489872158583,0.9376517786968629,0.9364875568199451,0.9361803255984752,0.000980594537044497
19.234643411636352,1.0861523536673672,1.5231780052185058,0.03269787674976298,7.726718477963439,1.0,rbf,"{'C': np.float64(7.726718477963439), 'gamma': 1.0, 'kernel': 'rbf'}",0.9351237621751598,0.9184924329198451,0.924263810889021,0.9242207172889084,0.9253301742201074,0.9254861794986085,0.005383593749980234,46,0.9999957068531629,0.9999969262084778,0.9999983745593343,0.9999987555219902,0.9999979428016573,0.9999975411889246,1.1021245354198835e-06
6.954099655151367,0.33525441304954245,0.5404266357421875,0.014553021398390433,0.07068974950624607,0.01,rbf,"{'C': np.float64(0.07068974950624607), 'gamma': 0.01, 'kernel': 'rbf'}",0.9554716122795472,0.960971250781891,0.9579024312108245,0.9547114720855108,0.9588423595453544,0.9575798251806257,0.002274724000677379,20,0.9626324245274948,0.9614914635982809,0.9624118369871969,0.9632713649317983,0.9620166263278007,0.9623647432745143,0.0005965964636065853
6.921655559539795,0.14611104553519938,0.5471054077148437,0.013424586844112133,0.05415244119402541,0.01,rbf,"{'C': np.float64(0.05415244119402541), 'gamma': 0.01, 'kernel': 'rbf'}",0.9541889048651898,0.9597470328759778,0.9560136305870244,0.9529991112961336,0.9571722792692952,0.9560241917787241,0.0023535994664053476,28,0.9604900680461234,0.9593209603317296,0.9601089431288281,0.9611851626321959,0.9598278688811873,0.960186600604013,0.0006282150628506298
18.32193880081177,0.3920983816363773,1.1921969413757325,0.010063524510477909,2.7964859516062464,0.1,rbf,"{'C': np.float64(2.7964859516062464), 'gamma': 0.1, 'kernel': 'rbf'}",0.9659343292796854,0.9620695537737918,0.9584789097481788,0.9487206485830744,0.9609515066904848,0.959230989615043,0.005779018617104697,14,0.9998725011599116,0.9999635971632105,0.9999763295203035,0.9999415095335396,0.9999964697460539,0.9999500814246037,4.269821745937603e-05
5.985704326629639,0.07086679772314078,0.46169247627258303,0.012155034756717658,0.5342937261279778,scale,rbf,"{'C': np.float64(0.5342937261279778), 'gamma': 'scale', 'kernel': 'rbf'}",0.9659444837082349,0.9685724498168142,0.9672878920806158,0.9637261653769754,0.9687067285371512,0.9668475439039584,0.0018538768055618704,8,0.9774861029058659,0.9772164729619136,0.9772087821136916,0.9781636523123494,0.9772512721485973,0.9774652564884836,0.0003637727163064767
